Model, Log, Iteration, NofTraceToAlign, NofAlignmentValid, NofAlignmentOpen, NofAlignmentRejected, NofLeftOutTraces, NofSubnets, NofRecomposeActivities, NofBorderActivities
net3, net3-10-10, 8, 3, 1, 2, 0, 93, 48, 4, 100
net3, net3-10-10, 9, 4, 2, 2, 0, 91, 47, 5, 96
net3, net3-10-10, 10, 3, 1, 2, 0, 90, 44, 2, 94
net3, net3-10-10, 11, 1, 1, 0, 0, 91, 43, 1, 93
net3, net3-10-10, 12, 1, 0, 1, 0, 90, 42, 2, 91
net3, net3-10-10, 13, 2, 1, 1, 0, 89, 40, 3, 84
net3, net3-10-10, 14, 2, 2, 0, 0, 88, 37, 2, 82
net3, net3-10-10, 15, 5, 2, 3, 0, 83, 36, 5, 78
net3, net3-10-10, 16, 7, 7, 0, 0, 79, 32, 1, 72
net3, net3-10-10, 17, 3, 0, 3, 0, 76, 31, 2, 68
net3, net3-10-10, 18, 2, 0, 2, 0, 77, 30, 3, 65
net3, net3-10-10, 19, 3, 1, 2, 0, 76, 27, 5, 61
net3, net3-10-10, 20, 5, 5, 0, 0, 73, 24, 6, 53
net3, net3-10-10, 21, 2, 0, 2, 0, 71, 20, 2, 50
net3, net3-10-10, 22, 7, 5, 2, 0, 66, 19, 2, 48
net3, net3-10-10, 23, 4, 3, 1, 0, 64, 18, 1, 47
net3, net3-10-10, 24, 3, 2, 1, 0, 62, 17, 1, 46
net3, net3-10-10, 25, 4, 3, 1, 0, 59, 16, 1, 44
net3, net3-10-10, 26, 3, 3, 0, 0, 57, 15, 1, 43
net3, net3-10-10, 27, 9, 8, 1, 0, 48, 14, 4, 38
net3, net3-10-10, 28, 17, 17, 0, 0, 32, 10, 1, 31
net3, net3-10-10, 29, 10, 10, 0, 0, 22, 9, 2, 27
net3, net3-10-10, 30, 5, 5, 0, 0, 17, 7, 3, 16
net3, net3-10-10, 31, 4, 4, 0, 0, 13, 6, 4, 14
net3, net3-10-10, 32, 8, 8, 0, 0, 5, 5, 2, 12
net3, net3-10-10, 33, 5, 5, 0, 0, 0, 4, 2, 8

net3, net3-10-60, 1, 1000, 886, 114, 0, 0, -1, -1, -1
net3, net3-10-60, 2, 26, 26, 0, 0, 88, 74, 2, 142
net3, net3-10-60, 3, 1, 0, 1, 0, 87, 72, 43, 99
net3, net3-10-60, 4, 1, 0, 1, 0, 87, 35, 12, 71
net3, net3-10-60, 5, 2, 0, 2, 0, 86, 26, 12, 56
net3, net3-10-60, 6, 1, 0, 1, 0, 87, 18, 5, 43
net3, net3-10-60, 7, 4, 3, 1, 0, 84, 16, 1, 38
net3, net3-10-60, 8, 6, 6, 0, 0, 79, 15, 1, 37
net3, net3-10-60, 9, 10, 10, 0, 0, 69, 14, 12, 32
net3, net3-10-60, 10, 8, 8, 0, 0, 61, 10, 5, 27
net3, net3-10-60, 11, 14, 13, 1, 0, 47, 9, 4, 22
net3, net3-10-60, 12, 4, 4, 0, 0, 44, 6, 1, 17
net3, net3-10-60, 13, 6, 6, 0, 0, 38, 5, 4, 15
net3, net3-10-60, 14, 8, 8, 0, 0, 30, 4, 3, 12
net3, net3-10-60, 15, 28, 28, 0, 0, 2, 3, 5, 3
net3, net3-10-60, 16, 2, 2, 0, 0, 0, 2, 4, 2

net3, net3-60-10, 1, 1000, 410, 590, 0, 0, -1, -1, -1
net3, net3-60-10, 2, 6, 6, 0, 0, 584, 74, 1, 143
net3, net3-60-10, 3, 5, 5, 0, 0, 579, 73, 1, 142
net3, net3-60-10, 4, 2, 2, 0, 0, 577, 72, 2, 140
net3, net3-60-10, 5, 4, 2, 2, 0, 573, 70, 17, 123
net3, net3-60-10, 6, 7, 5, 2, 0, 568, 58, 9, 105
net3, net3-60-10, 7, 9, 7, 2, 0, 561, 52, 2, 96
net3, net3-60-10, 8, 11, 6, 5, 0, 552, 51, 9, 90
net3, net3-60-10, 9, 14, 11, 3, 0, 543, 46, 1, 84
net3, net3-60-10, 10, 5, 1, 4, 0, 541, 45, 4, 80
net3, net3-60-10, 11, 10, 2, 8, 0, 535, 42, 2, 75
net3, net3-60-10, 12, 5, 3, 2, 0, 538, 41, 1, 74
net3, net3-60-10, 13, 9, 7, 2, 0, 531, 40, 1, 73
net3, net3-60-10, 14, 6, 4, 2, 0, 527, 39, 2, 71
net3, net3-60-10, 15, 15, 13, 2, 0, 514, 37, 1, 68
net3, net3-60-10, 16, 27, 19, 8, 0, 489, 36, 5, 63
